"¿Qué debes saber sobre ""Introducción""?","En palabras simples: La bioseguridad hospitalaria es el conjunto de normas y procedimientos destinados a proteger la salud del personal, los pacientes y la comunidad frente a riesgos biológicos, físicos y químicos presentes en los entornos de atención de salud."
"¿Qué debes saber sobre ""Higiene de manos""?","En palabras simples: La fricción debe mantenerse hasta que el producto se seque por completo sobre la piel, cubriendo palmas, dorso, espacios interdigitales y uñas."
"¿Qué debes saber sobre ""Higiene de manos""?",En palabras simples: El lavado de manos con agua y jabón durante al menos 20 segundos es la medida individual más efectiva y de menor costo para prevenir la transmisión de microorganismos en el entorno de salud.
"¿Qué debes saber sobre ""Equipo de protección personal (EPP)""?","En palabras simples: El equipo de protección personal comprende guantes, mascarillas, protección ocular, batas y calzado cerrado, seleccionados según el nivel de exposición esperado en cada procedimiento."
"¿Qué debes saber sobre ""Equipo de protección personal (EPP)""?","En palabras simples: Las mascarillas deben cubrir nariz y boca de forma ajustada, sin tocarlas con las manos una vez colocadas."
"¿Qué debes saber sobre ""Manejo de residuos biocontaminados""?",En palabras simples: Los residuos generados en la atención de salud se clasifican según su nivel de riesgo.
"¿Qué debes saber sobre ""Manejo de residuos biocontaminados""?","En palabras simples: segura, y los circuitos internos de traslado y almacenamiento temporal previos a la disposición final, conforme a la normativa vigente del establecimiento y la autoridad sanitaria correspondiente."
"¿Qué debes saber sobre ""Limpieza y desinfección de superficies""?","En palabras simples: Las superficies de alto contacto —camillas, barandas, picaportes, equipos compartidos— deben limpiarse y desinfectarse con una frecuencia mayor que las superficies de bajo contacto, dado su rol en la transmisión indirecta de microorganismos."
"¿Qué debes saber sobre ""Notificación de incidentes y exposiciones""?","En palabras simples: Todo incidente que implique exposición a fluidos corporales —como un pinchazo accidental con material punzocortante usado, o salpicadura a mucosas— debe notificarse de inmediato al personal responsable de salud ocupacional del establecimiento, siguiendo el protocolo institucional de manejo de exposiciones."
"¿Qué debes saber sobre ""Capacitación continua del personal""?","En palabras simples: La bioseguridad no depende únicamente de la existencia de protocolos escritos, sino de que todo el personal —nuevo y antiguo— los conozca, los comprenda, y los aplique de forma consistente."
